City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
319,gari,59.4307,62.3497,23.07,90,100,11.65,RU,1675191328
320,cabo san lucas,22.8909,-109.9124,73.51,63,78,1.99,MX,1675191048
321,dunedin,-45.8742,170.5036,59.81,64,100,3.67,NZ,1675191110
322,juneau,58.3019,-134.4197,34.11,94,100,0.0,US,1675191329
323,arrifes,37.7667,-25.7,55.65,72,40,6.91,PT,1675191330
324,torbay,47.6666,-52.7314,35.28,87,75,12.66,CA,1675191330
325,mogadishu,2.0371,45.3438,76.71,78,4,19.53,SO,1675191266
326,port elizabeth,-33.918,25.5701,72.32,96,40,18.41,ZA,1675191178
327,nurota,40.5614,65.6886,43.97,62,100,8.97,UZ,1675191159
328,quatre cocos,-20.2078,57.7625,80.71,85,92,14.09,MU,1675191331
329,taitung,22.7583,121.1444,62.44,64,45,5.82,TW,1675191332
330,touros,-5.1989,-35.4608,83.16,69,99,15.93,BR,1675191332
331,rio grande,-32.035,-52.0986,91.51,61,0,12.82,BR,1675191210
332,hvolsvollur,63.7533,-20.2243,32.67,72,100,12.84,IS,1675191333
333,asyut,27.181,31.1837,57.38,45,0,7.78,EG,1675191333
334,nome,64.5011,-165.4064,15.87,100,100,0.0,US,1675191334
335,chuy,-33.6971,-53.4616,81.21,61,34,12.95,UY,1675191334
336,guerrero negro,27.9769,-114.0611,60.39,54,56,8.08,MX,1675191335
337,asau,46.4333,26.4,32.92,96,87,4.25,RO,1675191335
338,urucara,-2.5364,-57.76,79.74,90,99,3.69,BR,1675191335
339,kui buri,12.0828,99.8543,71.47,52,85,3.71,TH,1675191336
340,tooele,40.5308,-112.2983,19.22,51,0,3.44,US,1675191310
341,saint anthony,45.0205,-93.218,9.0,64,100,9.22,US,1675191206
342,xiongzhou,25.1167,114.3,54.1,81,8,2.98,CN,1675191337
343,san vicente,-26.6167,-54.1333,77.41,76,25,3.83,AR,1675191337
344,luena,-11.7833,19.9167,60.48,93,98,1.72,AO,1675191337
345,bandarbeyla,9.4942,50.8122,75.25,75,41,17.81,SO,1675191302
346,saldanha,-33.0117,17.9442,71.65,96,31,13.42,ZA,1675191338
